epoch,accuracy,loss,val_accuracy,val_loss
0,0.554347813129425,0.7000591158866882,0.6521739363670349,0.6923430562019348
1,0.70652174949646,0.6877926588058472,0.43478259444236755,0.6919258236885071
2,0.46739131212234497,0.6828740835189819,0.3913043439388275,0.6967570185661316
3,0.44565218687057495,0.6794251799583435,0.3913043439388275,0.6936472058296204
4,0.5978260636329651,0.6695331931114197,0.782608687877655,0.6779595017433167
5,0.77173912525177,0.663184642791748,0.6086956262588501,0.6659331917762756
6,0.6847826242446899,0.6502024531364441,0.739130437374115,0.6596826314926147
7,0.8586956262588501,0.6388332843780518,0.782608687877655,0.6549879908561707
8,0.8695651888847351,0.6226425170898438,0.782608687877655,0.6441299915313721
9,0.8695651888847351,0.604413628578186,0.739130437374115,0.6278336644172668
10,0.9021739363670349,0.5857996940612793,0.739130437374115,0.6106863617897034
11,0.8369565010070801,0.5621486902236938,0.739130437374115,0.5900684595108032
12,0.8369565010070801,0.5455535650253296,0.739130437374115,0.5699611902236938
13,0.804347813129425,0.5205633640289307,0.782608687877655,0.5673699975013733
14,0.8586956262588501,0.49350258708000183,0.782608687877655,0.5419410467147827
15,0.804347813129425,0.47242769598960876,0.739130437374115,0.5119431018829346
16,0.804347813129425,0.44901639223098755,0.8260869383811951,0.5054430365562439
17,0.8369565010070801,0.4241219460964203,0.8260869383811951,0.4963533878326416
18,0.8369565010070801,0.4060705304145813,0.8260869383811951,0.4797928035259247
19,0.9021739363670349,0.3863333761692047,0.8260869383811951,0.4701596200466156
20,0.8369565010070801,0.37285318970680237,0.782608687877655,0.4510936439037323
21,0.8478260636329651,0.3504487872123718,0.8260869383811951,0.44365832209587097
22,0.9130434989929199,0.33568018674850464,0.8260869383811951,0.4442771077156067
23,0.8586956262588501,0.3219025731086731,0.782608687877655,0.4184991121292114
24,0.8913043737411499,0.3063729405403137,0.8260869383811951,0.421710342168808
25,0.9021739363670349,0.2924647927284241,0.8260869383811951,0.41061514616012573
26,0.9347826242446899,0.27742940187454224,0.8260869383811951,0.4043276309967041
27,0.9239130616188049,0.2690603733062744,0.8695651888847351,0.38462987542152405
28,0.9347826242446899,0.2541019916534424,0.8260869383811951,0.3873756527900696
29,0.9130434989929199,0.25622105598449707,0.8260869383811951,0.38780221343040466
30,0.9347826242446899,0.24158619344234467,0.8260869383811951,0.3574855625629425
31,0.95652174949646,0.22383128106594086,0.8695651888847351,0.399665504693985
32,0.9239130616188049,0.2220553159713745,0.8695651888847351,0.3779106140136719
33,0.9347826242446899,0.21014288067817688,0.8695651888847351,0.3491550385951996
34,0.967391312122345,0.1999845653772354,0.8695651888847351,0.3663502633571625
35,0.945652186870575,0.19068199396133423,0.8695651888847351,0.3491344153881073
36,0.95652174949646,0.1923685073852539,0.8260869383811951,0.3313882350921631
37,0.97826087474823,0.17434062063694,0.8695651888847351,0.3744049370288849
38,0.9347826242446899,0.17655998468399048,0.8695651888847351,0.3516083061695099
