epoch,accuracy,loss,val_accuracy,val_loss
0,0.45652174949645996,0.6922520399093628,0.3478260934352875,0.69819176197052
1,0.489130437374115,0.6836800575256348,0.6086956262588501,0.6840375065803528
2,0.72826087474823,0.6775467395782471,0.6086956262588501,0.6833342909812927
3,0.5760869383811951,0.6687510013580322,0.3913043439388275,0.6932449340820312
4,0.532608687877655,0.666018009185791,0.43478259444236755,0.686219334602356
5,0.5978260636329651,0.6606492400169373,0.695652186870575,0.6655220985412598
6,0.8152173757553101,0.648705244064331,0.695652186870575,0.6593754887580872
7,0.8152173757553101,0.6424369812011719,0.782608687877655,0.6516267657279968
8,0.8260869383811951,0.6358396410942078,0.8260869383811951,0.6440460681915283
9,0.8260869383811951,0.6275080442428589,0.695652186870575,0.6419408917427063
10,0.8152173757553101,0.6222131848335266,0.739130437374115,0.6392012238502502
11,0.8260869383811951,0.609062135219574,0.739130437374115,0.6243091821670532
12,0.8695651888847351,0.6002472043037415,0.739130437374115,0.6175193190574646
13,0.8586956262588501,0.5879985690116882,0.739130437374115,0.6193963885307312
14,0.77173912525177,0.5810922980308533,0.739130437374115,0.6088129878044128
15,0.8369565010070801,0.564675509929657,0.8695651888847351,0.5777994394302368
16,0.8586956262588501,0.5536383986473083,0.739130437374115,0.5588521957397461
17,0.760869562625885,0.5550017952919006,0.782608687877655,0.5473602414131165
18,0.8260869383811951,0.537651002407074,0.782608687877655,0.5559027791023254
19,0.8913043737411499,0.5222604274749756,0.739130437374115,0.5630200505256653
20,0.8478260636329651,0.5102429986000061,0.782608687877655,0.5279152393341064
21,0.9021739363670349,0.4908185303211212,0.8260869383811951,0.495143860578537
22,0.8478260636329651,0.4810253977775574,0.8260869383811951,0.47604548931121826
23,0.8478260636329651,0.4685371518135071,0.8260869383811951,0.47844672203063965
24,0.8804348111152649,0.45117756724357605,0.782608687877655,0.47837504744529724
25,0.8804348111152649,0.44010722637176514,0.8260869383811951,0.4545692801475525
26,0.8804348111152649,0.424822598695755,0.8260869383811951,0.43561461567878723
27,0.8369565010070801,0.4165482819080353,0.8695651888847351,0.4309000074863434
28,0.8804348111152649,0.4002434313297272,0.739130437374115,0.4607856571674347
29,0.8804348111152649,0.40428078174591064,0.782608687877655,0.44087982177734375
30,0.9021739363670349,0.3815584182739258,0.8260869383811951,0.37628647685050964
31,0.8695651888847351,0.39146795868873596,0.8260869383811951,0.3678048253059387
32,0.8586956262588501,0.37676873803138733,0.8260869383811951,0.4132064878940582
33,0.9130434989929199,0.36857813596725464,0.8260869383811951,0.4119410812854767
