epoch,accuracy,loss,val_accuracy,val_loss
0,0.5978260636329651,0.7153833508491516,0.43478259444236755,0.7056547999382019
1,0.5,0.6893091797828674,0.5652173757553101,0.6673184037208557
2,0.41304346919059753,0.6921605467796326,0.43478259444236755,0.6980083584785461
3,0.5978260636329651,0.6650353074073792,0.43478259444236755,0.7121634483337402
4,0.5978260636329651,0.6586198210716248,0.43478259444236755,0.6962093710899353
5,0.5978260636329651,0.6447449326515198,0.782608687877655,0.6640199422836304
6,0.8804348111152649,0.6343731880187988,0.782608687877655,0.6522101163864136
7,0.8695651888847351,0.6250700950622559,0.739130437374115,0.6510006785392761
8,0.8586956262588501,0.6110929846763611,0.695652186870575,0.6468364000320435
9,0.760869562625885,0.5974248051643372,0.695652186870575,0.6439923644065857
10,0.8152173757553101,0.5875476002693176,0.782608687877655,0.6241562366485596
11,0.8369565010070801,0.5752511024475098,0.782608687877655,0.6177136301994324
12,0.8804348111152649,0.5613994002342224,0.782608687877655,0.6055892705917358
13,0.79347825050354,0.5535497069358826,0.782608687877655,0.6091139316558838
14,0.8152173757553101,0.5357382297515869,0.782608687877655,0.5827347040176392
15,0.8804348111152649,0.5273333191871643,0.782608687877655,0.5641974806785583
16,0.8369565010070801,0.5156609416007996,0.782608687877655,0.5839391350746155
17,0.804347813129425,0.5067424178123474,0.782608687877655,0.579317569732666
18,0.8478260636329651,0.48899438977241516,0.782608687877655,0.5391841530799866
19,0.8804348111152649,0.4893958568572998,0.782608687877655,0.5296179056167603
20,0.8586956262588501,0.4721231162548065,0.695652186870575,0.5748175978660583
21,0.8260869383811951,0.4632643759250641,0.739130437374115,0.5543174743652344
22,0.8369565010070801,0.44585511088371277,0.739130437374115,0.511847198009491
23,0.8695651888847351,0.43771228194236755,0.739130437374115,0.5046817064285278
24,0.8478260636329651,0.42805546522140503,0.782608687877655,0.5154326558113098
25,0.8695651888847351,0.41542667150497437,0.782608687877655,0.5104199051856995
26,0.8586956262588501,0.41033777594566345,0.782608687877655,0.5016012787818909
27,0.8804348111152649,0.39938411116600037,0.782608687877655,0.47577759623527527
28,0.8586956262588501,0.3964274823665619,0.782608687877655,0.48033902049064636
29,0.8913043737411499,0.3806266784667969,0.782608687877655,0.48569318652153015
30,0.8695651888847351,0.37195780873298645,0.782608687877655,0.46758389472961426
31,0.8804348111152649,0.363172322511673,0.782608687877655,0.4623119533061981
32,0.8913043737411499,0.35494235157966614,0.782608687877655,0.4618341326713562
33,0.8913043737411499,0.3676680624485016,0.695652186870575,0.48480308055877686
34,0.9021739363670349,0.35152488946914673,0.782608687877655,0.43462029099464417
35,0.9021739363670349,0.33698293566703796,0.782608687877655,0.4323562681674957
36,0.9130434989929199,0.3285197615623474,0.782608687877655,0.4368359446525574
37,0.9130434989929199,0.3209502100944519,0.739130437374115,0.4628261923789978
