epoch,accuracy,loss,val_accuracy,val_loss
0,0.489130437374115,0.7001311182975769,0.5652173757553101,0.6931114196777344
1,0.5869565010070801,0.6872139573097229,0.3478260934352875,0.7181859016418457
2,0.45652174949645996,0.6912097930908203,0.3478260934352875,0.7239935398101807
3,0.45652174949645996,0.6867368817329407,0.3478260934352875,0.7028536796569824
4,0.489130437374115,0.676167368888855,0.739130437374115,0.6824571490287781
5,0.6739130616188049,0.6776968836784363,0.6521739363670349,0.6725617051124573
6,0.554347813129425,0.6716975569725037,0.739130437374115,0.672503650188446
7,0.695652186870575,0.6649867296218872,0.6086956262588501,0.6756259799003601
8,0.77173912525177,0.658555805683136,0.47826087474823,0.6798912286758423
9,0.70652174949646,0.6531167030334473,0.52173912525177,0.6802751421928406
10,0.6847826242446899,0.6478554010391235,0.47826087474823,0.674436092376709
11,0.70652174949646,0.6412118077278137,0.5652173757553101,0.6647524833679199
12,0.782608687877655,0.6346198916435242,0.6521739363670349,0.6571418642997742
13,0.8369565010070801,0.6282486915588379,0.739130437374115,0.650754451751709
14,0.79347825050354,0.6233852505683899,0.739130437374115,0.6453419327735901
15,0.8152173757553101,0.6163293123245239,0.6521739363670349,0.6453011631965637
16,0.8152173757553101,0.6078207492828369,0.5652173757553101,0.6501922011375427
17,0.739130437374115,0.6014531850814819,0.5652173757553101,0.6517152190208435
18,0.72826087474823,0.5956372618675232,0.5652173757553101,0.6457211971282959
19,0.760869562625885,0.5884168148040771,0.5652173757553101,0.635806679725647
20,0.782608687877655,0.5795019268989563,0.6086956262588501,0.6265265345573425
21,0.8260869383811951,0.5701150298118591,0.6086956262588501,0.6165570020675659
22,0.8260869383811951,0.563194751739502,0.6521739363670349,0.6083081960678101
23,0.804347813129425,0.5543924570083618,0.6521739363670349,0.6044076681137085
24,0.8260869383811951,0.5460904240608215,0.6521739363670349,0.6022361516952515
25,0.8586956262588501,0.5378888845443726,0.6521739363670349,0.5989664196968079
26,0.8695651888847351,0.5296775698661804,0.6086956262588501,0.5963426828384399
